Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Toronto Maple Leafs,19361937,48,22,21,5,--,49,0.51,20,22,0,119,115,2.48,2.4,--,--,--,--,--,--,--
Chicago Blackhawks,19431944,50,22,23,5,--,49,0.49,22,22,0,178,187,3.56,3.74,--,--,--,--,--,--,--
Los Angeles Kings,20202021,56,21,28,--,7,49,0.438,19,20,1,142,169,2.54,3.02,18.9,83.7,17.2,85.5,28.3,31.2,50.6
San Jose Sharks,20202021,56,21,28,--,7,49,0.438,15,16,5,146,196,2.61,3.5,14.1,80.4,11.5,83.2,30,32,48.4
Los Angeles Kings,19711972,78,20,49,9,--,49,0.314,20,20,0,206,305,2.64,3.91,--,--,--,--,27.9,35,--
Montreal Maroons,19331934,48,19,18,11,--,49,0.51,14,19,0,117,122,2.44,2.54,--,--,--,--,--,--,--
New York Americans,19371938,48,19,18,11,--,49,0.51,19,19,0,110,111,2.29,2.31,--,--,--,--,--,--,--
Montréal Canadiens,19371938,48,18,17,13,--,49,0.51,16,18,0,123,128,2.56,2.67,--,--,--,--,--,--,--
Colorado Rockies,19811982,80,18,49,13,--,49,0.306,18,18,0,241,362,3.01,4.53,15.3,76.9,10.3,78.4,26.3,33.8,--
New York Rangers,19591960,70,17,38,15,--,49,0.35,17,17,0,187,247,2.67,3.53,--,--,--,--,30.5,33.6,--
Chicago Blackhawks,19421943,50,17,18,15,--,49,0.49,17,17,0,179,180,3.58,3.6,--,--,--,--,--,--,--
Colorado Avalanche,20162017,82,22,56,--,4,48,0.293,14,21,1,165,276,2.01,3.37,12.6,76.6,11.7,78.5,28.1,31.7,53.6
Dallas Stars,20122013,48,22,22,--,4,48,0.5,18,20,2,128,141,2.67,2.94,17,81,15.2,82.1,26.3,31,47.2
Boston Bruins,19641965,70,21,43,6,--,48,0.343,21,21,0,166,253,2.37,3.61,--,--,--,--,28.9,34.9,--
Boston Bruins,19651966,70,21,43,6,--,48,0.343,21,21,0,174,275,2.49,3.93,--,--,--,--,29.1,35.8,--
Buffalo Sabres,20122013,48,21,21,--,6,48,0.5,13,14,7,118,139,2.46,2.9,14.1,79.2,9.8,83.2,27.9,33.5,46.2
Toronto Maple Leafs,19841985,80,20,52,8,--,48,0.3,15,20,0,253,358,3.16,4.48,19.8,73.9,16.3,78.9,29.1,32.9,--
Vancouver Canucks,19711972,78,20,50,8,--,48,0.308,20,20,0,203,297,2.6,3.81,--,--,--,--,29.4,31.4,--
New Jersey Devils,20122013,48,19,19,--,10,48,0.5,16,17,2,110,122,2.29,2.54,15.3,81.1,11.9,87.6,28.4,23.1,48.2
Detroit Red Wings,20202021,56,19,27,--,10,48,0.429,16,17,2,125,168,2.23,3,11.4,78.7,8.7,78.7,27.3,31.9,50.1
Boston Bruins,19631964,70,18,40,12,--,48,0.343,18,18,0,170,212,2.43,3.03,--,--,--,--,29.5,35.1,--
St. Louis Blues,19781979,80,18,50,12,--,48,0.3,18,18,0,249,348,3.11,4.35,17.3,74.5,14.4,75.7,26.6,31.6,--
Vancouver Canucks,19941995,48,18,18,12,--,48,0.5,18,18,0,153,148,3.19,3.08,19.8,83.5,15.6,86.4,32.9,29.6,--
Columbus Blue Jackets,20202021,56,18,26,--,12,48,0.429,12,15,3,134,184,2.39,3.29,15.4,79,13.7,83.5,29,32.4,45.3
New Jersey Devils,19821983,80,17,49,14,--,48,0.3,17,17,0,230,338,2.88,4.23,21.5,73.4,18.2,75.8,25.7,32.1,--
Washington Capitals,19771978,80,17,49,14,--,48,0.3,17,17,0,195,321,2.44,4.01,12.5,71.4,7,72.2,25,31.3,--
California Golden Seals,19721973,78,16,46,16,--,48,0.308,16,16,0,213,323,2.73,4.14,--,--,--,--,26.7,35,--
New York Rangers,19941995,48,22,23,3,--,47,0.49,22,22,0,139,134,2.9,2.79,20,83.9,18.5,86.3,31.9,26.3,--
Chicago Blackhawks,19411942,48,22,23,3,--,47,0.49,21,22,0,145,155,3.02,3.23,--,--,--,--,--,--,--
Toronto Maple Leafs,19281929,44,21,18,5,--,47,0.534,21,21,0,85,69,1.93,1.57,--,--,--,--,--,--,--
Chicago Blackhawks,19291930,44,21,18,5,--,47,0.534,20,21,0,117,111,2.66,2.52,--,--,--,--,--,--,--
San Jose Sharks,19951996,82,20,55,7,--,47,0.287,19,20,0,252,357,3.07,4.35,16.1,76.6,10.9,80.4,26.1,33.1,--
Minnesota North Stars,19751976,80,20,53,7,--,47,0.294,20,20,0,195,303,2.44,3.79,--,--,--,--,24.4,33.2,--
New York Rangers,19271928,44,19,16,9,--,47,0.534,19,19,0,94,79,2.14,1.8,--,--,--,--,--,--,--
New York Rangers,19361937,48,19,20,9,--,47,0.49,15,19,0,117,106,2.44,2.21,--,--,--,--,--,--,--
New York Rangers,19301931,44,19,16,9,--,47,0.534,18,19,0,106,87,2.41,1.98,--,--,--,--,--,--,--
Toronto Maple Leafs,19381939,48,19,20,9,--,47,0.49,18,19,0,114,107,2.38,2.23,--,--,--,--,--,--,--
Tampa Bay Lightning,19981999,82,19,54,9,--,47,0.287,18,19,0,179,292,2.18,3.56,13.9,82.4,10.7,85.3,26,32.1,47.1
San Jose Sharks,20232024,82,19,54,--,9,47,0.287,14,18,1,180,326,2.2,3.98,20.2,75.4,16.4,76.6,25.2,35.1,49
Detroit Cougars,19281929,44,19,16,9,--,47,0.534,17,19,0,72,63,1.64,1.43,--,--,--,--,--,--,--
New York Rangers,19481949,60,18,31,11,--,47,0.392,18,18,0,133,172,2.22,2.87,--,--,--,--,--,--,--
New York Rangers,19651966,70,18,41,11,--,47,0.336,18,18,0,195,261,2.79,3.73,--,--,--,--,30.9,32.6,--
Chicago Blackhawks,19311932,48,18,19,11,--,47,0.49,14,18,0,86,101,1.79,2.1,--,--,--,--,--,--,--
Chicago Blackhawks,19561957,70,16,39,15,--,47,0.336,16,16,0,169,225,2.41,3.21,--,--,--,--,--,--,--
Oakland Seals,19671968,74,15,42,17,--,47,0.318,15,15,0,153,219,2.07,2.96,--,--,--,--,25,31.2,--
Florida Panthers,19941995,48,20,22,6,--,46,0.479,20,20,0,115,127,2.4,2.65,13.1,83.3,10.4,83.8,24.8,28.5,--
Chicago Blackhawks,19471948,60,20,34,6,--,46,0.383,20,20,0,195,225,3.25,3.75,--,--,--,--,--,--,--
Montreal Maroons,19301931,44,20,18,6,--,46,0.523,18,20,0,105,106,2.39,2.41,--,--,--,--,--,--,--
Pittsburgh Pirates,19271928,44,19,17,8,--,46,0.523,18,19,0,67,76,1.52,1.73,--,--,--,--,--,--,--
New York Americans,19301931,44,18,16,10,--,46,0.523,16,18,0,76,74,1.73,1.68,--,--,--,--,--,--,--
Detroit Falcons,19311932,48,18,20,10,--,46,0.479,15,18,0,95,108,1.98,2.25,--,--,--,--,--,--,--
Quebec Nordiques,19901991,80,16,50,14,--,46,0.288,15,16,0,236,354,2.95,4.43,15.6,73.4,12.2,76.1,25.4,35.8,--
Boston Bruins,19261927,44,21,20,3,--,45,0.511,17,21,0,97,89,2.2,2.02,--,--,--,--,--,--,--
Montreal Maroons,19251926,36,20,11,5,--,45,0.625,17,20,0,91,73,2.53,2.03,--,--,--,--,--,--,--
California Golden Seals,19701971,78,20,53,5,--,45,0.288,20,20,0,199,320,2.55,4.1,--,--,--,--,29.1,33.8,--
New Jersey Devils,20202021,56,19,30,--,7,45,0.402,15,19,0,145,189,2.59,3.38,14.2,71,11,73,28.8,31,46.6
Toronto Maple Leafs,19451946,50,19,24,7,--,45,0.45,19,19,0,174,185,3.48,3.7,--,--,--,--,--,--,--
Detroit Red Wings,19341935,48,19,22,7,--,45,0.469,17,19,0,127,114,2.65,2.38,--,--,--,--,--,--,--
Edmonton Oilers,20122013,48,19,22,--,7,45,0.469,15,17,2,123,131,2.56,2.73,20.1,83.4,19.5,85.7,26.8,32.8,46.1
Hartford Whalers,19821983,80,19,54,7,--,45,0.281,19,19,0,261,403,3.26,5.04,19,75.4,15.6,77.5,28.6,35.9,--
Montreal Maroons,19311932,48,19,22,7,--,45,0.469,19,19,0,142,139,2.96,2.9,--,--,--,--,--,--,--
Pittsburgh Penguins,19821983,80,18,53,9,--,45,0.281,18,18,0,257,394,3.21,4.93,22.5,72.5,18.3,73.2,30.2,32.7,--
Minnesota North Stars,19771978,80,18,53,9,--,45,0.281,18,18,0,218,325,2.73,4.06,14.9,71.6,11.6,73,28.8,31.5,--
Boston Bruins,19621963,70,14,39,17,--,45,0.321,14,14,0,198,281,2.83,4.01,--,--,--,--,28.4,36.7,--
Montreal Maroons,19261927,44,20,20,4,--,44,0.5,15,20,0,71,68,1.61,1.55,--,--,--,--,--,--,--
Montréal Canadiens,19341935,48,19,23,6,--,44,0.458,18,19,0,110,145,2.29,3.02,--,--,--,--,--,--,--
Detroit Cougars,19271928,44,19,19,6,--,44,0.5,17,19,0,88,79,2,1.8,--,--,--,--,--,--,--
Toronto Maple Leafs,19271928,44,18,18,8,--,44,0.5,17,18,0,89,88,2.02,2,--,--,--,--,--,--,--
New York Rangers,19291930,44,17,17,10,--,44,0.5,15,17,0,136,143,3.09,3.25,--,--,--,--,--,--,--
Boston Bruins,19661967,70,17,43,10,--,44,0.314,17,17,0,182,253,2.6,3.61,--,--,--,--,31.3,32.1,--
Tampa Bay Lightning,19971998,82,17,55,10,--,44,0.268,17,17,0,151,269,1.84,3.28,9.4,82.4,4.8,85.1,25.6,29,44.1
New York Americans,19381939,48,17,21,10,--,44,0.458,15,17,0,119,157,2.48,3.27,--,--,--,--,--,--,--
Chicago Blackhawks,19321933,48,16,20,12,--,44,0.458,16,16,0,88,101,1.83,2.1,--,--,--,--,--,--,--
Boston Bruins,19431944,50,19,26,5,--,43,0.43,19,19,0,223,268,4.46,5.36,--,--,--,--,--,--,--
Hartford Whalers,19941995,48,19,24,5,--,43,0.448,15,19,0,127,141,2.65,2.94,17.2,80,13.8,81.6,29.8,30.7,--
Montréal Canadiens,19941995,48,18,23,7,--,43,0.448,17,18,0,125,148,2.6,3.08,16.3,80.6,14.5,81.2,28.7,31.9,--
Chicago Blackhawks,19511952,70,17,44,9,--,43,0.307,17,17,0,158,241,2.26,3.44,--,--,--,--,--,--,--
Anaheim Ducks,20202021,56,17,30,--,9,43,0.384,11,15,2,124,177,2.21,3.16,8.9,79.9,4.9,81.1,26.8,30.6,51
Boston Bruins,19601961,70,15,42,13,--,43,0.307,15,15,0,176,254,2.51,3.63,--,--,--,--,30.6,34,--
Chicago Blackhawks,19541955,70,13,40,17,--,43,0.307,13,13,0,161,235,2.3,3.36,--,--,--,--,--,--,--
Carolina Hurricanes,20122013,48,19,25,--,4,42,0.438,17,18,1,127,159,2.65,3.31,14.6,78.3,12.1,80.1,32.2,32.2,50.2
Chicago Blackhawks,19461947,60,19,37,4,--,42,0.35,19,19,0,193,274,3.22,4.57,--,--,--,--,--,--,--
Detroit Red Wings,19411942,48,19,25,4,--,42,0.438,18,19,0,140,147,2.92,3.06,--,--,--,--,--,--,--
Calgary Flames,20122013,48,19,25,--,4,42,0.438,17,19,0,128,157,2.67,3.27,20,81.5,18.7,85.4,26.9,29.4,46.6
San Jose Sharks,19941995,48,19,25,4,--,42,0.438,18,19,0,129,161,2.69,3.35,11.8,81.3,9.4,84.1,24,31.6,--
Detroit Red Wings,19381939,48,18,24,6,--,42,0.438,18,18,0,107,128,2.23,2.67,--,--,--,--,--,--,--
Dallas Stars,19941995,48,17,23,8,--,42,0.438,17,17,0,136,135,2.83,2.81,15.7,84.4,12.9,86.2,31.7,28.9,--
Boston Bruins,19311932,48,15,21,12,--,42,0.438,14,15,0,122,117,2.54,2.44,--,--,--,--,--,--,--
Colorado Rockies,19781979,80,15,53,12,--,42,0.263,15,15,0,210,331,2.63,4.14,22.5,70.6,21,74.4,27.3,31,--
Chicago Blackhawks,19261927,44,19,22,3,--,41,0.466,15,19,0,115,116,2.61,2.64,--,--,--,--,--,--,--
Boston Bruins,19331934,48,18,25,5,--,41,0.427,15,18,0,111,130,2.31,2.71,--,--,--,--,--,--,--
Montréal Canadiens,19321933,48,18,25,5,--,41,0.427,15,18,0,92,115,1.92,2.4,--,--,--,--,--,--,--
Ottawa Senators,19951996,82,18,59,5,--,41,0.25,18,18,0,191,291,2.33,3.55,12.3,77.9,9.1,79.5,26.9,30.5,--
New Jersey Devils,19831984,80,17,56,7,--,41,0.256,16,17,0,231,350,2.89,4.38,14.3,75.3,10.7,76.8,26.4,32,--
Detroit Red Wings,19761977,80,16,55,9,--,41,0.256,16,16,0,183,309,2.29,3.86,--,--,--,--,27.5,29.1,--
Nashville Predators,20122013,48,16,23,--,9,41,0.427,11,14,2,109,133,2.27,2.77,17.1,75.5,14.3,76.3,25.9,27.8,49.7
Los Angeles Kings,19941995,48,16,23,9,--,41,0.427,16,16,0,142,174,2.96,3.63,17.5,81,13.5,83.3,30.1,34.8,--
New York Americans,19321933,48,15,22,11,--,41,0.427,13,15,0,91,118,1.9,2.46,--,--,--,--,--,--,--
Kansas City Scouts,19741975,80,15,54,11,--,41,0.256,15,15,0,184,328,2.3,4.1,--,--,--,--,27.8,35.1,--
Ottawa Senators (1917),19281929,44,14,17,13,--,41,0.466,9,14,0,54,67,1.23,1.52,--,--,--,--,--,--,--
Tampa Bay Lightning,20122013,48,18,26,--,4,40,0.417,16,17,1,147,147,3.06,3.06,19,80.7,16.6,80.7,27.6,30.2,51.2
Toronto Maple Leafs,19291930,44,17,21,6,--,40,0.455,15,17,0,116,124,2.64,2.82,--,--,--,--,--,--,--
Detroit Red Wings,19851986,80,17,57,6,--,40,0.25,15,17,0,266,415,3.33,5.19,20.9,71,18,73.1,28.5,32.9,--
New York Americans,19311932,48,16,24,8,--,40,0.417,14,16,0,95,142,1.98,2.96,--,--,--,--,--,--,--
New York Americans,19331934,48,15,23,10,--,40,0.417,15,15,0,104,132,2.17,2.75,--,--,--,--,--,--,--
Hamilton Tigers,19241925,30,19,10,1,--,39,0.65,18,19,0,90,60,3,2,--,--,--,--,--,--,--
Pittsburgh Pirates,19251926,36,19,16,1,--,39,0.542,17,19,0,82,70,2.28,1.94,--,--,--,--,--,--,--
Montréal Canadiens,19411942,48,18,27,3,--,39,0.406,14,18,0,134,173,2.79,3.6,--,--,--,--,--,--,--
Detroit Red Wings,20192020,71,17,49,--,5,39,0.275,13,14,3,142,265,2,3.73,14.9,74.3,8.8,76.1,27.1,32.8,49.5
San Jose Sharks,19911992,80,17,58,5,--,39,0.244,16,17,0,219,359,2.74,4.49,17.1,78.1,12.6,80.8,29.3,36.3,--
Chicago Blackhawks,19401941,48,16,25,7,--,39,0.406,12,16,0,112,139,2.33,2.9,--,--,--,--,--,--,--
Colorado Avalanche,20122013,48,16,25,--,7,39,0.406,11,14,2,114,150,2.38,3.13,15,80.3,12.9,82,29.5,31.4,51.1
Winnipeg Jets (1979),19941995,48,16,25,7,--,39,0.406,16,16,0,157,177,3.27,3.69,19.2,83,16.4,86,29.8,32.2,--
New York Americans,19351936,48,16,25,7,--,39,0.406,13,16,0,109,122,2.27,2.54,--,--,--,--,--,--,--
Detroit Falcons,19301931,44,16,21,7,--,39,0.443,14,16,0,102,105,2.32,2.39,--,--,--,--,--,--,--
Montréal Canadiens,19381939,48,15,24,9,--,39,0.406,13,15,0,115,146,2.4,3.04,--,--,--,--,--,--,--
Montreal Maroons,19281929,44,15,20,9,--,39,0.443,15,15,0,67,65,1.52,1.48,--,--,--,--,--,--,--
Atlanta Thrashers,19992000,82,14,57,7,4,39,0.238,14,14,0,170,313,2.07,3.82,12.6,80.3,8.9,81.9,25.8,31,46.1
Ottawa Senators (1917),19191920,24,19,5,0,--,38,0.792,17,19,0,121,64,5.04,2.67,--,--,--,--,--,--,--
Toronto St. Patricks,19241925,30,19,11,0,--,38,0.633,19,19,0,90,84,3,2.8,--,--,--,--,--,--,--
Boston Bruins,19251926,36,17,15,4,--,38,0.528,15,17,0,92,85,2.56,2.36,--,--,--,--,--,--,--
Edmonton Oilers,19941995,48,17,27,4,--,38,0.396,16,17,0,136,183,2.83,3.81,16.2,77.7,13.1,81.1,29.7,30.6,--
Pittsburgh Penguins,19831984,80,16,58,6,--,38,0.238,15,16,0,254,390,3.18,4.88,20.9,76,16.8,77.7,28.3,36.4,--
Montréal Canadiens,19401941,48,16,26,6,--,38,0.396,15,16,0,121,147,2.52,3.06,--,--,--,--,--,--,--
Detroit Red Wings,19391940,48,16,26,6,--,38,0.396,16,16,0,90,126,1.88,2.63,--,--,--,--,--,--,--
Boston Bruins,19611962,70,15,47,8,--,38,0.271,15,15,0,177,306,2.53,4.37,--,--,--,--,30.9,35.2,--
Los Angeles Kings,19691970,76,14,52,10,--,38,0.25,14,14,0,168,290,2.21,3.82,--,--,--,--,30.3,34.8,--
Tampa Bay Lightning,19941995,48,17,28,3,--,37,0.385,15,17,0,120,144,2.5,3,14.1,84.4,11.3,87.3,26.7,27.6,--
Anaheim Ducks,19941995,48,16,27,5,--,37,0.385,14,16,0,125,164,2.6,3.42,11.4,75.7,7.4,77.7,28,33,--
Buffalo Sabres,20202021,56,15,34,--,7,37,0.33,11,11,4,134,196,2.39,3.5,21,77.7,17.5,81.3,28.4,33.7,49.6
Ottawa Senators,19931994,84,14,61,9,--,37,0.22,10,14,0,201,397,2.39,4.73,14.5,73.3,11.3,75.5,25.6,33,--
Chicago Blackhawks,19371938,48,14,25,9,--,37,0.385,13,14,0,97,139,2.02,2.9,--,--,--,--,--,--,--
Montréal Canadiens,19241925,30,17,11,2,--,36,0.6,16,17,0,93,56,3.1,1.87,--,--,--,--,--,--,--
New York Americans,19261927,44,17,25,2,--,36,0.409,14,17,0,82,91,1.86,2.07,--,--,--,--,--,--,--
Boston Bruins,19441945,50,16,30,4,--,36,0.36,16,16,0,179,219,3.58,4.38,--,--,--,--,--,--,--
Florida Panthers,20122013,48,15,27,--,6,36,0.375,11,12,3,109,170,2.27,3.54,20.4,74.2,19.7,76.8,29.2,31.3,49.4
Chicago Blackhawks,19501951,70,13,47,10,--,36,0.257,13,13,0,171,280,2.44,4,--,--,--,--,--,--,--
California Golden Seals,19731974,78,13,55,10,--,36,0.231,13,13,0,195,342,2.5,4.38,--,--,--,--,25.6,34.6,--
Kansas City Scouts,19751976,80,12,56,12,--,36,0.225,12,12,0,190,351,2.38,4.39,--,--,--,--,27.4,36.2,--
Ottawa Senators (1917),19241925,30,17,12,1,--,35,0.583,14,17,0,83,66,2.77,2.2,--,--,--,--,--,--,--
Brooklyn Americans,19411942,48,16,29,3,--,35,0.365,14,16,0,133,175,2.77,3.65,--,--,--,--,--,--,--
New York Islanders,19941995,48,15,28,5,--,35,0.365,14,15,0,126,158,2.63,3.29,15.7,78.4,9.6,80.3,28.3,30.2,--
Toronto St. Patricks,19261927,44,15,24,5,--,35,0.398,14,15,0,79,94,1.8,2.14,--,--,--,--,--,--,--
Chicago Blackhawks,19361937,48,14,27,7,--,35,0.365,14,14,0,99,131,2.06,2.73,--,--,--,--,--,--,--
New York Rangers,19451946,50,13,28,9,--,35,0.35,13,13,0,144,191,2.88,3.82,--,--,--,--,--,--,--
Detroit Red Wings,19371938,48,12,25,11,--,35,0.365,12,12,0,99,133,2.06,2.77,--,--,--,--,--,--,--
New York Americans,19391940,48,15,29,4,--,34,0.354,12,15,0,106,140,2.21,2.92,--,--,--,--,--,--,--
New York Americans,19361937,48,15,29,4,--,34,0.354,15,15,0,122,161,2.54,3.35,--,--,--,--,--,--,--
Detroit Cougars,19291930,44,14,24,6,--,34,0.386,14,14,0,117,133,2.66,3.02,--,--,--,--,--,--,--
Pittsburgh Pirates,19261927,44,15,26,3,--,33,0.375,14,15,0,79,108,1.8,2.45,--,--,--,--,--,--,--
New York Americans,19291930,44,14,25,5,--,33,0.375,11,14,0,113,161,2.57,3.66,--,--,--,--,--,--,--
Chicago Blackhawks,19441945,50,13,30,7,--,33,0.33,13,13,0,141,194,2.82,3.88,--,--,--,--,--,--,--
New York Americans,19341935,48,12,27,9,--,33,0.344,11,12,0,100,142,2.08,2.96,--,--,--,--,--,--,--
Montréal Canadiens,19351936,48,11,26,11,--,33,0.344,11,11,0,82,123,1.71,2.56,--,--,--,--,--,--,--
Ottawa Senators (1917),19231924,24,16,8,0,--,32,0.667,13,16,0,74,54,3.08,2.25,--,--,--,--,--,--,--
Ottawa Senators (1917),19331934,48,13,29,6,--,32,0.333,10,13,0,115,143,2.4,2.98,--,--,--,--,--,--,--
Chicago Blackhawks,19381939,48,12,28,8,--,32,0.333,12,12,0,91,132,1.9,2.75,--,--,--,--,--,--,--
New York Rangers,19441945,50,11,29,10,--,32,0.32,11,11,0,154,247,3.08,4.94,--,--,--,--,--,--,--
Washington Capitals,19751976,80,11,59,10,--,32,0.2,11,11,0,224,394,2.8,4.93,--,--,--,--,24.4,36.9,--
Ottawa Senators (1917),19321933,48,11,27,10,--,32,0.333,10,11,0,88,131,1.83,2.73,--,--,--,--,--,--,--
Winnipeg Jets (1979),19801981,80,9,57,14,--,32,0.2,9,9,0,246,400,3.08,5,17.3,74.2,13,77.3,28.3,34.9,--
Chicago Blackhawks,19531954,70,12,51,7,--,31,0.221,12,12,0,133,242,1.9,3.46,--,--,--,--,--,--,--
Quebec Nordiques,19891990,80,12,61,7,--,31,0.194,12,12,0,240,407,3,5.09,18.9,74.1,14.8,76.2,28.8,34.4,--
Winnipeg Jets,20242025,18,15,3,--,0,30,0.833,12,15,0,74,43,4.11,2.39,36.5,81.8,34.6,84.1,30.7,29.5,49.8
Toronto St. Patricks,19201921,24,15,9,0,--,30,0.625,13,15,0,105,100,4.38,4.17,--,--,--,--,--,--,--
Ottawa Senators (1917),19211922,24,14,8,2,--,30,0.625,12,14,0,106,84,4.42,3.5,--,--,--,--,--,--,--
New York Islanders,19721973,78,12,60,6,--,30,0.192,12,12,0,170,347,2.18,4.45,--,--,--,--,25,34.6,--
Montreal Maroons,19371938,48,12,30,6,--,30,0.313,11,12,0,101,149,2.1,3.1,--,--,--,--,--,--,--
New York Rangers,19421943,50,11,31,8,--,30,0.3,9,11,0,161,253,3.22,5.06,--,--,--,--,--,--,--
Ottawa Senators (1917),19221923,24,14,9,1,--,29,0.604,13,14,0,77,54,3.21,2.25,--,--,--,--,--,--,--
Ottawa Senators (1917),19201921,24,14,10,0,--,28,0.583,13,14,0,97,75,4.04,3.13,--,--,--,--,--,--,--
Montréal Canadiens,19221923,24,13,9,2,--,28,0.583,13,13,0,73,61,3.04,2.54,--,--,--,--,--,--,--
Detroit Cougars,19261927,44,12,28,4,--,28,0.318,10,12,0,76,105,1.73,2.39,--,--,--,--,--,--,--
New York Americans,19251926,36,12,20,4,--,28,0.389,9,12,0,68,89,1.89,2.47,--,--,--,--,--,--,--
New York Americans,19271928,44,11,27,6,--,28,0.318,9,11,0,63,128,1.43,2.91,--,--,--,--,--,--,--
St. Louis Eagles,19341935,48,11,31,6,--,28,0.292,9,11,0,86,144,1.79,3,--,--,--,--,--,--,--
Toronto St. Patricks,19221923,24,13,10,1,--,27,0.563,10,13,0,82,88,3.42,3.67,--,--,--,--,--,--,--
Toronto St. Patricks,19211922,24,13,10,1,--,27,0.563,13,13,0,98,97,4.08,4.04,--,--,--,--,--,--,--
Toronto St. Patricks,19251926,36,12,21,3,--,27,0.375,12,12,0,92,114,2.56,3.17,--,--,--,--,--,--,--
New York Americans,19401941,48,8,29,11,--,27,0.281,6,8,0,99,186,2.06,3.88,--,--,--,--,--,--,--
Montréal Canadiens,19231924,24,13,11,0,--,26,0.542,11,13,0,59,48,2.46,2,--,--,--,--,--,--,--
Montréal Canadiens,19191920,24,13,11,0,--,26,0.542,12,13,0,129,113,5.38,4.71,--,--,--,--,--,--,--
Montréal Canadiens,19201921,24,13,11,0,--,26,0.542,13,13,0,112,99,4.67,4.13,--,--,--,--,--,--,--
Montréal Canadiens,19171918,22,13,9,0,--,26,0.591,11,13,0,115,84,5.23,3.82,--,--,--,--,--,--,--
Carolina Hurricanes,20242025,17,13,4,--,0,26,0.765,11,13,0,68,41,4,2.41,23.7,85,22,86.7,34.1,25.4,51.9
Toronto Arenas,19171918,22,13,9,0,--,26,0.591,13,13,0,108,109,4.91,4.95,--,--,--,--,--,--,--
New Jersey Devils,20242025,21,12,7,--,2,26,0.619,11,12,0,72,56,3.43,2.67,28.6,84.5,27,89.7,30,27.6,50.8
Pittsburgh Pirates,19281929,44,9,27,8,--,26,0.295,6,9,0,46,80,1.05,1.82,--,--,--,--,--,--,--
Montréal Canadiens,19211922,24,12,11,1,--,25,0.521,12,12,0,88,94,3.67,3.92,--,--,--,--,--,--,--
Florida Panthers,20242025,18,12,5,--,1,25,0.694,10,11,1,65,56,3.61,3.11,21.8,83,16.4,92.5,30.1,28.3,45.7
Washington Capitals,20242025,17,12,4,--,1,25,0.735,11,12,0,72,48,4.24,2.82,15.4,86,13.5,90,29.1,28.5,47.8
Minnesota Wild,20242025,17,11,3,--,3,25,0.735,10,11,0,57,40,3.35,2.35,20.8,77.5,18.9,80,28.4,28.5,48.2
Montréal Canadiens,19391940,48,10,33,5,--,25,0.26,7,10,0,90,167,1.88,3.48,--,--,--,--,--,--,--
Ottawa Senators (1917),19181919,18,12,6,0,--,24,0.667,9,12,0,71,53,3.94,2.94,--,--,--,--,--,--,--
Toronto St. Patricks,19191920,24,12,12,0,--,24,0.5,12,12,0,119,106,4.96,4.42,--,--,--,--,--,--,--
Toronto Maple Leafs,20242025,19,11,6,--,2,24,0.632,8,11,0,58,50,3.05,2.63,19.1,83.8,19.1,85.3,30.2,28.6,54
San Jose Sharks,19921993,84,11,71,2,--,24,0.143,8,11,0,218,414,2.6,4.93,16.1,76.6,12.5,79.3,28.4,36.7,--
Vegas Golden Knights,20242025,18,11,5,--,2,24,0.667,10,11,0,72,57,4,3.17,34,78.4,31.9,81.1,31,28.4,51.7
Ottawa Senators,19921993,84,10,70,4,--,24,0.143,10,10,0,202,395,2.4,4.7,14.7,75,12.3,76.5,27.2,31.8,--
Ottawa Senators (1917),19301931,44,10,30,4,--,24,0.273,8,10,0,91,142,2.07,3.23,--,--,--,--,--,--,--
New York Rangers,20242025,16,11,4,--,1,23,0.719,11,11,0,57,38,3.56,2.38,25.6,88.2,25.6,92.2,30.5,31.7,51.8
Montréal Canadiens,19251926,36,11,24,1,--,23,0.319,10,11,0,79,108,2.19,3,--,--,--,--,--,--,--
Los Angeles Kings,20242025,19,10,6,--,3,23,0.605,10,10,0,61,54,3.21,2.84,15.5,80.3,13.8,83.3,29.4,25.2,51.2
Ottawa Senators,19941995,48,9,34,5,--,23,0.24,8,9,0,117,174,2.44,3.63,14.4,80.4,11.6,80.9,26,32.5,--
Dallas Stars,20242025,16,11,5,--,0,22,0.688,10,10,1,54,36,3.38,2.25,18,85.4,16,87.5,31.3,26.8,50.4
Chicago Blackhawks,19281929,44,7,29,8,--,22,0.25,7,7,0,33,85,0.75,1.93,--,--,--,--,--,--,--
Calgary Flames,20242025,18,9,6,--,3,21,0.583,6,8,1,48,50,2.67,2.78,13.5,73.6,7.7,75.5,28.9,30.6,45.6
Vancouver Canucks,20242025,17,9,5,--,3,21,0.618,8,9,0,54,54,3.18,3.18,22,80.4,18,80.4,28.2,27.4,52.3
Washington Capitals,19741975,80,8,67,5,--,21,0.131,8,8,0,181,446,2.26,5.58,--,--,--,--,23.1,38.3,--
Montréal Canadiens,19181919,18,10,8,0,--,20,0.556,10,10,0,88,78,4.89,4.33,--,--,--,--,--,--,--
Toronto St. Patricks,19231924,24,10,14,0,--,20,0.417,10,10,0,59,85,2.46,3.54,--,--,--,--,--,--,--
